CustomerID,Gender,Tenure,MonthlyCharges,ContractType,PaymentMethod,Churn,customer_id
CUST-01261,Female,30,38.39,Two year,Bank transfer,No,CUST_1261
CUST-01262,Male,18,84.68,One year,Mailed check,Yes,CUST_1262
CUST-01263,Female,4,83.13,Month-to-month,Mailed check,Yes,CUST_1263
CUST-01264,Male,13,28.88,Month-to-month,Electronic check,Yes,CUST_1264
CUST-01265,Male,7,61.89,One year,Credit card,Yes,CUST_1265
CUST-01266,Male,9,20.22,Month-to-month,Bank transfer,No,CUST_1266
CUST-01267,Male,64,113.71,One year,Electronic check,No,CUST_1267
CUST-01268,Female,4,88.54,Month-to-month,Electronic check,Yes,CUST_1268
CUST-01269,Female,23,91.92,One year,Electronic check,No,CUST_1269
CUST-01270,Male,49,108.46,Month-to-month,Mailed check,Yes,CUST_1270
CUST-01271,Female,42,58.49,Month-to-month,Electronic check,Yes,CUST_1271
CUST-01272,Female,20,31.02,One year,Electronic check,No,CUST_1272
CUST-01273,Female,39,99.98,One year,Electronic check,Yes,CUST_1273
CUST-01274,Female,13,60.61,Month-to-month,Bank transfer,Yes,CUST_1274
CUST-01275,Female,10,33.24,Month-to-month,Bank transfer,Yes,CUST_1275
CUST-01276,Female,67,75.75,Month-to-month,Electronic check,No,CUST_1276
CUST-01277,Male,64,73.04,One year,Mailed check,No,CUST_1277
CUST-01278,Female,60,104.07,One year,Electronic check,Yes,CUST_1278
CUST-01279,Male,26,44.01,One year,Bank transfer,Yes,CUST_1279
CUST-01280,Female,38,32.0,Month-to-month,Electronic check,Yes,CUST_1280
CUST-01281,Male,64,25.68,Two year,Electronic check,No,CUST_1281
CUST-01282,Female,63,95.74,Month-to-month,Electronic check,Yes,CUST_1282
CUST-01283,Female,65,37.52,Two year,Mailed check,No,CUST_1283
CUST-01284,Female,34,112.28,Month-to-month,Mailed check,Yes,CUST_1284
CUST-01285,Male,70,39.46,Month-to-month,Mailed check,Yes,CUST_1285
CUST-01286,Female,44,110.14,One year,Credit card,No,CUST_1286
CUST-01287,Male,70,46.46,Month-to-month,Credit card,Yes,CUST_1287
CUST-01288,Male,70,46.93,Two year,Mailed check,No,CUST_1288
CUST-01289,Female,3,52.61,Month-to-month,Electronic check,Yes,CUST_1289
CUST-01290,Female,5,79.49,Two year,Electronic check,No,CUST_1290
CUST-01291,Female,56,83.02,One year,Mailed check,No,CUST_1291
CUST-01292,Male,16,38.39,One year,Mailed check,No,CUST_1292
CUST-01293,Male,50,45.31,Month-to-month,Electronic check,Yes,CUST_1293
CUST-01294,Female,58,119.83,One year,Credit card,No,CUST_1294
CUST-01295,Female,41,88.05,Two year,Electronic check,No,CUST_1295
CUST-01296,Female,49,107.5,Two year,Credit card,No,CUST_1296
CUST-01297,Male,57,110.0,Month-to-month,Credit card,Yes,CUST_1297
CUST-01298,Male,59,28.12,Two year,Electronic check,No,CUST_1298
CUST-01299,Female,5,21.1,One year,Mailed check,Yes,CUST_1299
CUST-01300,Female,5,94.64,Month-to-month,Bank transfer,Yes,CUST_1300
CUST-01301,Male,23,101.05,Month-to-month,Credit card,Yes,CUST_1301
CUST-01302,Female,72,113.04,One year,Bank transfer,No,CUST_1302
CUST-01303,Female,39,34.26,Month-to-month,Electronic check,No,CUST_1303
CUST-01304,Male,22,36.23,One year,Credit card,No,CUST_1304
CUST-01305,Male,63,107.69,Month-to-month,Bank transfer,No,CUST_1305
CUST-01306,Female,56,41.49,Month-to-month,Mailed check,No,CUST_1306
CUST-01307,Female,18,79.67,Two year,Electronic check,No,CUST_1307
CUST-01308,Male,40,78.56,Month-to-month,Bank transfer,No,CUST_1308
CUST-01309,Male,50,113.88,Month-to-month,Mailed check,Yes,CUST_1309
CUST-01310,Male,63,35.62,Month-to-month,Credit card,No,CUST_1310
CUST-01311,Male,15,42.28,Month-to-month,Bank transfer,Yes,CUST_1311
CUST-01312,Male,63,56.42,One year,Electronic check,No,CUST_1312
CUST-01313,Female,71,20.9,One year,Mailed check,No,CUST_1313
CUST-01314,Male,70,75.13,Month-to-month,Electronic check,Yes,CUST_1314
CUST-01315,Male,61,46.63,One year,Electronic check,No,CUST_1315
CUST-01316,Female,61,65.13,Two year,Credit card,No,CUST_1316
CUST-01317,Male,72,102.29,Two year,Mailed check,No,CUST_1317
CUST-01318,Female,21,112.68,Month-to-month,Mailed check,No,CUST_1318
CUST-01319,Male,65,25.88,One year,Mailed check,Yes,CUST_1319
CUST-01320,Male,8,81.0,Month-to-month,Bank transfer,Yes,CUST_1320
CUST-01321,Male,51,84.9,Month-to-month,Electronic check,No,CUST_1321
CUST-01322,Male,34,64.89,Two year,Credit card,No,CUST_1322
CUST-01323,Female,64,33.19,Month-to-month,Electronic check,No,CUST_1323
CUST-01324,Male,49,95.42,Two year,Electronic check,No,CUST_1324
CUST-01325,Female,46,44.23,Month-to-month,Bank transfer,Yes,CUST_1325
CUST-01326,Female,37,51.82,Two year,Electronic check,No,CUST_1326
CUST-01327,Male,42,104.45,Month-to-month,Electronic check,Yes,CUST_1327
CUST-01328,Female,8,109.14,Month-to-month,Mailed check,Yes,CUST_1328
CUST-01329,Female,4,50.83,Month-to-month,Electronic check,Yes,CUST_1329
CUST-01330,Female,6,55.19,One year,Electronic check,Yes,CUST_1330
CUST-01331,Male,17,42.23,Month-to-month,Bank transfer,Yes,CUST_1331
CUST-01332,Male,47,96.41,Month-to-month,Mailed check,No,CUST_1332
CUST-01333,Female,45,45.58,Month-to-month,Mailed check,No,CUST_1333
CUST-01334,Female,4,95.39,One year,Electronic check,Yes,CUST_1334
CUST-01335,Male,44,89.99,Month-to-month,Electronic check,No,CUST_1335
CUST-01336,Female,49,101.52,Two year,Bank transfer,No,CUST_1336
CUST-01337,Female,13,98.98,Two year,Mailed check,No,CUST_1337
CUST-01338,Female,55,97.89,Month-to-month,Bank transfer,Yes,CUST_1338
CUST-01339,Female,45,47.84,One year,Electronic check,No,CUST_1339
CUST-01340,Female,46,21.63,Two year,Mailed check,No,CUST_1340
CUST-01341,Female,53,44.31,Two year,Mailed check,No,CUST_1341
CUST-01342,Male,45,60.01,One year,Mailed check,No,CUST_1342
CUST-01343,Male,8,90.17,One year,Electronic check,No,CUST_1343
CUST-01344,Male,32,104.04,Month-to-month,Credit card,Yes,CUST_1344
CUST-01345,Female,32,109.89,Month-to-month,Mailed check,Yes,CUST_1345
CUST-01346,Male,31,74.68,Month-to-month,Credit card,Yes,CUST_1346
CUST-01347,Female,40,31.89,Month-to-month,Electronic check,No,CUST_1347
CUST-01348,Female,11,107.43,One year,Electronic check,No,CUST_1348
CUST-01349,Male,9,77.0,Month-to-month,Credit card,Yes,CUST_1349
CUST-01350,Male,40,119.81,Two year,Electronic check,Yes,CUST_1350
CUST-01351,Female,15,44.88,Month-to-month,Credit card,No,CUST_1351
CUST-01352,Male,44,56.94,Month-to-month,Bank transfer,No,CUST_1352
CUST-01353,Male,22,113.91,Two year,Electronic check,Yes,CUST_1353
CUST-01354,Female,3,60.01,Month-to-month,Bank transfer,Yes,CUST_1354
CUST-01355,Female,69,35.23,Month-to-month,Credit card,No,CUST_1355
CUST-01356,Male,42,39.76,Month-to-month,Electronic check,No,CUST_1356
CUST-01357,Female,5,32.72,Month-to-month,Electronic check,Yes,CUST_1357
CUST-01358,Male,59,62.79,Month-to-month,Electronic check,Yes,CUST_1358
CUST-01359,Male,55,58.12,Two year,Mailed check,No,CUST_1359
CUST-01360,Female,66,100.68,Month-to-month,Credit card,Yes,CUST_1360
CUST-01361,Female,54,80.43,Two year,Credit card,No,CUST_1361
CUST-01362,Male,35,82.49,One year,Mailed check,No,CUST_1362
CUST-01363,Female,3,72.89,Month-to-month,Bank transfer,No,CUST_1363
CUST-01364,Male,61,48.37,Two year,Mailed check,No,CUST_1364
CUST-01365,Female,3,27.37,One year,Mailed check,No,CUST_1365
CUST-01366,Female,41,57.28,Month-to-month,Bank transfer,No,CUST_1366
CUST-01367,Male,49,51.04,One year,Bank transfer,Yes,CUST_1367
CUST-01368,Female,50,101.66,Two year,Mailed check,No,CUST_1368
CUST-01369,Male,42,116.78,Month-to-month,Mailed check,Yes,CUST_1369
CUST-01370,Female,13,105.53,One year,Bank transfer,Yes,CUST_1370
CUST-01371,Male,63,86.66,One year,Electronic check,Yes,CUST_1371
CUST-01372,Male,13,37.42,Month-to-month,Electronic check,Yes,CUST_1372
CUST-01373,Female,27,94.85,Month-to-month,Credit card,Yes,CUST_1373
CUST-01374,Male,44,115.13,Two year,Credit card,No,CUST_1374
CUST-01375,Female,64,38.6,One year,Electronic check,No,CUST_1375
CUST-01376,Male,65,72.44,One year,Credit card,No,CUST_1376
CUST-01377,Male,44,38.45,Month-to-month,Electronic check,No,CUST_1377
CUST-01378,Male,22,116.12,Month-to-month,Credit card,Yes,CUST_1378
CUST-01379,Female,39,76.37,Month-to-month,Mailed check,No,CUST_1379
CUST-01380,Female,47,32.88,Month-to-month,Electronic check,Yes,CUST_1380
CUST-01381,Male,56,58.38,Month-to-month,Electronic check,Yes,CUST_1381
CUST-01382,Female,26,59.82,Two year,Electronic check,No,CUST_1382
CUST-01383,Female,64,116.65,Month-to-month,Electronic check,Yes,CUST_1383
CUST-01384,Male,10,114.86,One year,Bank transfer,No,CUST_1384
CUST-01385,Male,69,76.92,Month-to-month,Electronic check,No,CUST_1385
CUST-01386,Male,28,60.82,Month-to-month,Electronic check,Yes,CUST_1386
CUST-01387,Female,37,38.91,Month-to-month,Credit card,No,CUST_1387
CUST-01388,Male,34,54.48,One year,Bank transfer,Yes,CUST_1388
CUST-01389,Male,7,81.03,One year,Mailed check,No,CUST_1389
CUST-01390,Female,39,79.0,Two year,Electronic check,No,CUST_1390
CUST-01391,Male,52,108.97,Month-to-month,Mailed check,No,CUST_1391
CUST-01392,Female,29,80.08,Month-to-month,Electronic check,No,CUST_1392
CUST-01393,Male,12,102.11,Month-to-month,Credit card,Yes,CUST_1393
CUST-01394,Female,13,78.8,Two year,Mailed check,No,CUST_1394
CUST-01395,Male,44,93.72,Month-to-month,Mailed check,No,CUST_1395
CUST-01396,Male,35,99.11,Month-to-month,Electronic check,Yes,CUST_1396
CUST-01397,Male,9,93.4,Month-to-month,Electronic check,Yes,CUST_1397
CUST-01398,Female,68,44.79,Two year,Electronic check,No,CUST_1398
CUST-01399,Female,61,52.06,Month-to-month,Bank transfer,No,CUST_1399
CUST-01400,Male,55,75.28,Month-to-month,Mailed check,Yes,CUST_1400
CUST-01401,Male,27,67.75,Month-to-month,Electronic check,No,CUST_1401
CUST-01402,Female,45,117.25,Month-to-month,Mailed check,Yes,CUST_1402
CUST-01403,Male,10,75.6,Two year,Credit card,Yes,CUST_1403
CUST-01404,Male,39,66.4,Month-to-month,Electronic check,Yes,CUST_1404
CUST-01405,Male,65,69.54,One year,Electronic check,No,CUST_1405
CUST-01406,Female,39,81.09,One year,Electronic check,No,CUST_1406
CUST-01407,Female,56,57.22,One year,Electronic check,No,CUST_1407
CUST-01408,Male,70,98.1,One year,Mailed check,No,CUST_1408
CUST-01409,Female,41,21.24,Month-to-month,Mailed check,Yes,CUST_1409
CUST-01410,Male,26,32.14,Month-to-month,Electronic check,No,CUST_1410
CUST-01411,Female,54,45.48,One year,Electronic check,Yes,CUST_1411
CUST-01412,Male,52,37.27,One year,Bank transfer,No,CUST_1412
CUST-01413,Male,33,72.33,Month-to-month,Electronic check,No,CUST_1413
CUST-01414,Female,66,106.69,Month-to-month,Credit card,No,CUST_1414
CUST-01415,Male,59,45.15,Month-to-month,Credit card,No,CUST_1415
CUST-01416,Male,71,80.8,Two year,Electronic check,No,CUST_1416
CUST-01417,Female,24,44.7,Month-to-month,Credit card,No,CUST_1417
CUST-01418,Female,3,52.74,Two year,Credit card,No,CUST_1418
CUST-01419,Male,67,80.31,Two year,Mailed check,No,CUST_1419
CUST-01420,Female,24,94.6,Month-to-month,Electronic check,Yes,CUST_1420
CUST-01421,Female,64,117.6,Month-to-month,Mailed check,Yes,CUST_1421
CUST-01422,Female,28,79.95,Month-to-month,Electronic check,Yes,CUST_1422
CUST-01423,Male,60,35.48,One year,Electronic check,No,CUST_1423
CUST-01424,Female,35,32.61,One year,Electronic check,No,CUST_1424
CUST-01425,Male,69,20.98,Month-to-month,Mailed check,No,CUST_1425
CUST-01426,Female,56,20.44,Month-to-month,Electronic check,No,CUST_1426
CUST-01427,Male,8,26.65,Month-to-month,Credit card,Yes,CUST_1427
CUST-01428,Male,67,49.75,One year,Bank transfer,No,CUST_1428
CUST-01429,Female,26,85.24,One year,Mailed check,No,CUST_1429
CUST-01430,Male,47,85.82,Month-to-month,Bank transfer,Yes,CUST_1430
CUST-01431,Male,60,66.64,Two year,Mailed check,No,CUST_1431
CUST-01432,Female,19,59.89,One year,Mailed check,No,CUST_1432
CUST-01433,Female,31,104.01,Month-to-month,Electronic check,Yes,CUST_1433
CUST-01434,Male,20,92.44,One year,Mailed check,No,CUST_1434
CUST-01435,Female,39,114.39,Two year,Electronic check,No,CUST_1435
CUST-01436,Female,56,115.66,Month-to-month,Credit card,Yes,CUST_1436
CUST-01437,Male,53,50.5,Month-to-month,Credit card,Yes,CUST_1437
CUST-01438,Male,41,85.21,Two year,Bank transfer,No,CUST_1438
CUST-01439,Male,9,42.68,Month-to-month,Bank transfer,Yes,CUST_1439
CUST-01440,Female,27,23.38,Month-to-month,Electronic check,No,CUST_1440
CUST-01441,Male,53,48.42,Month-to-month,Credit card,No,CUST_1441
CUST-01442,Female,35,113.58,Month-to-month,Credit card,Yes,CUST_1442
CUST-01443,Male,37,27.07,One year,Credit card,No,CUST_1443
CUST-01444,Male,21,50.05,Month-to-month,Credit card,No,CUST_1444
CUST-01445,Male,33,21.67,Month-to-month,Credit card,Yes,CUST_1445
CUST-01446,Male,31,71.66,Month-to-month,Mailed check,Yes,CUST_1446
CUST-01447,Female,52,77.49,Month-to-month,Electronic check,Yes,CUST_1447
CUST-01448,Female,31,52.14,Two year,Mailed check,No,CUST_1448
CUST-01449,Female,15,110.11,Month-to-month,Electronic check,No,CUST_1449
CUST-01450,Female,20,104.36,One year,Electronic check,No,CUST_1450
CUST-01451,Female,25,67.01,Month-to-month,Electronic check,Yes,CUST_1451
CUST-01452,Male,4,23.32,One year,Credit card,No,CUST_1452
CUST-01453,Male,32,81.29,Two year,Electronic check,No,CUST_1453
CUST-01454,Female,40,63.48,Month-to-month,Electronic check,Yes,CUST_1454
CUST-01455,Female,60,52.72,Month-to-month,Electronic check,Yes,CUST_1455
CUST-01456,Male,63,87.14,Month-to-month,Mailed check,Yes,CUST_1456
CUST-01457,Female,72,49.71,Month-to-month,Electronic check,Yes,CUST_1457
CUST-01458,Female,56,94.23,Month-to-month,Credit card,Yes,CUST_1458
CUST-01459,Male,55,86.71,Month-to-month,Bank transfer,No,CUST_1459
CUST-01460,Female,5,89.73,Month-to-month,Electronic check,Yes,CUST_1460
CUST-01461,Female,26,49.69,Month-to-month,Electronic check,Yes,CUST_1461
CUST-01462,Female,21,21.14,Month-to-month,Electronic check,No,CUST_1462
CUST-01463,Female,35,82.11,Month-to-month,Mailed check,No,CUST_1463
CUST-01464,Female,18,90.94,Two year,Mailed check,No,CUST_1464
CUST-01465,Female,4,35.13,Month-to-month,Mailed check,Yes,CUST_1465
CUST-01466,Male,34,71.86,Month-to-month,Credit card,No,CUST_1466
CUST-01467,Female,36,43.35,Two year,Electronic check,No,CUST_1467
CUST-01468,Female,71,103.17,Month-to-month,Bank transfer,Yes,CUST_1468
CUST-01469,Female,23,23.1,Month-to-month,Electronic check,No,CUST_1469
CUST-01470,Female,6,113.25,Month-to-month,Electronic check,Yes,CUST_1470
CUST-01471,Male,63,119.33,One year,Bank transfer,No,CUST_1471
CUST-01472,Female,3,62.81,Two year,Mailed check,Yes,CUST_1472
CUST-01473,Male,8,114.24,One year,Credit card,Yes,CUST_1473
CUST-01474,Female,11,30.23,Month-to-month,Mailed check,Yes,CUST_1474
CUST-01475,Male,41,114.33,Month-to-month,Bank transfer,No,CUST_1475
CUST-01476,Female,39,75.87,One year,Bank transfer,No,CUST_1476
CUST-01477,Female,9,82.04,Two year,Bank transfer,No,CUST_1477
CUST-01478,Male,53,32.51,Month-to-month,Mailed check,Yes,CUST_1478
CUST-01479,Male,47,113.77,Two year,Electronic check,No,CUST_1479
CUST-01480,Female,12,114.02,Month-to-month,Bank transfer,Yes,CUST_1480
CUST-01481,Female,51,102.73,Month-to-month,Bank transfer,No,CUST_1481
CUST-01482,Female,18,74.52,Month-to-month,Electronic check,Yes,CUST_1482
CUST-01483,Female,31,117.28,Month-to-month,Electronic check,Yes,CUST_1483
CUST-01484,Female,15,101.65,Month-to-month,Electronic check,Yes,CUST_1484
CUST-01485,Male,65,84.9,One year,Bank transfer,No,CUST_1485
CUST-01486,Female,16,105.73,Month-to-month,Electronic check,Yes,CUST_1486
CUST-01487,Female,67,60.23,Month-to-month,Mailed check,Yes,CUST_1487
CUST-01488,Female,68,33.17,Month-to-month,Bank transfer,Yes,CUST_1488
CUST-01489,Male,33,20.43,Month-to-month,Mailed check,No,CUST_1489
CUST-01490,Female,64,67.39,Month-to-month,Mailed check,Yes,CUST_1490
CUST-01491,Female,12,56.45,Month-to-month,Credit card,Yes,CUST_1491
CUST-01492,Female,31,82.79,Month-to-month,Bank transfer,Yes,CUST_1492
CUST-01493,Male,16,20.28,Month-to-month,Mailed check,Yes,CUST_1493
CUST-01494,Male,41,81.57,Month-to-month,Mailed check,Yes,CUST_1494
CUST-01495,Female,43,60.9,Month-to-month,Electronic check,No,CUST_1495
CUST-01496,Female,50,113.64,Month-to-month,Electronic check,Yes,CUST_1496
CUST-01497,Male,31,63.06,One year,Mailed check,No,CUST_1497
CUST-01498,Male,55,53.32,Month-to-month,Mailed check,Yes,CUST_1498
CUST-01499,Male,28,68.03,Month-to-month,Electronic check,Yes,CUST_1499
CUST-01500,Female,19,95.77,Two year,Mailed check,No,CUST_1500
CUST-01501,Male,14,85.16,Month-to-month,Bank transfer,Yes,CUST_1501
CUST-01502,Male,23,93.25,Month-to-month,Bank transfer,Yes,CUST_1502
CUST-01503,Male,28,116.36,Month-to-month,Electronic check,Yes,CUST_1503
CUST-01504,Male,36,49.04,Month-to-month,Credit card,Yes,CUST_1504
CUST-01505,Female,57,104.66,Two year,Credit card,No,CUST_1505
CUST-01506,Female,53,50.96,Month-to-month,Electronic check,Yes,CUST_1506
CUST-01507,Female,33,99.54,One year,Mailed check,Yes,CUST_1507
CUST-01508,Male,8,50.74,One year,Credit card,Yes,CUST_1508
CUST-01509,Male,63,45.76,Month-to-month,Mailed check,Yes,CUST_1509
CUST-01510,Female,69,91.08,Two year,Mailed check,No,CUST_1510
CUST-01511,Female,48,51.8,Month-to-month,Electronic check,No,CUST_1511
CUST-01512,Female,15,116.44,Month-to-month,Credit card,Yes,CUST_1512
CUST-01513,Female,41,85.66,Month-to-month,Bank transfer,No,CUST_1513
CUST-01514,Male,70,68.22,One year,Mailed check,No,CUST_1514
CUST-01515,Male,55,81.87,Month-to-month,Electronic check,Yes,CUST_1515
CUST-01516,Female,61,105.04,One year,Bank transfer,No,CUST_1516
CUST-01517,Female,32,29.69,One year,Mailed check,Yes,CUST_1517
CUST-01518,Female,36,25.18,Month-to-month,Mailed check,Yes,CUST_1518
CUST-01519,Female,19,69.02,Month-to-month,Electronic check,Yes,CUST_1519
CUST-01520,Male,47,39.64,Month-to-month,Mailed check,No,CUST_1520
CUST-01521,Male,61,36.96,One year,Electronic check,No,CUST_1521
CUST-01522,Male,48,69.63,Month-to-month,Bank transfer,Yes,CUST_1522
CUST-01523,Male,40,117.07,Two year,Credit card,No,CUST_1523
CUST-01524,Female,3,26.21,Two year,Electronic check,No,CUST_1524
CUST-01525,Female,5,61.9,Month-to-month,Credit card,Yes,CUST_1525
CUST-01526,Male,7,95.76,Two year,Electronic check,Yes,CUST_1526
CUST-01527,Female,31,96.18,One year,Credit card,No,CUST_1527
CUST-01528,Female,33,37.93,Two year,Credit card,No,CUST_1528
CUST-01529,Female,71,24.5,Two year,Credit card,No,CUST_1529
CUST-01530,Male,50,89.5,Month-to-month,Electronic check,No,CUST_1530
CUST-01531,Female,40,103.33,Month-to-month,Electronic check,No,CUST_1531
CUST-01532,Female,47,94.42,Month-to-month,Electronic check,Yes,CUST_1532
CUST-01533,Male,16,78.38,Two year,Mailed check,No,CUST_1533
CUST-01534,Male,69,92.22,Two year,Credit card,No,CUST_1534
CUST-01535,Male,31,79.08,Month-to-month,Credit card,No,CUST_1535
CUST-01536,Male,57,71.56,Month-to-month,Electronic check,Yes,CUST_1536
CUST-01537,Female,50,39.34,Two year,Mailed check,No,CUST_1537
CUST-01538,Male,2,65.96,One year,Credit card,No,CUST_1538
CUST-01539,Female,51,38.99,Month-to-month,Bank transfer,No,CUST_1539
CUST-01540,Male,33,93.18,Month-to-month,Bank transfer,Yes,CUST_1540
CUST-01541,Female,39,101.04,One year,Bank transfer,Yes,CUST_1541
CUST-01542,Female,12,105.18,Two year,Bank transfer,No,CUST_1542
CUST-01543,Male,31,51.05,Month-to-month,Electronic check,Yes,CUST_1543
CUST-01544,Female,39,104.66,Month-to-month,Credit card,Yes,CUST_1544
CUST-01545,Female,27,48.66,Month-to-month,Credit card,No,CUST_1545
CUST-01546,Male,21,80.89,Two year,Mailed check,No,CUST_1546
CUST-01547,Male,57,97.97,Month-to-month,Credit card,No,CUST_1547
CUST-01548,Female,41,69.34,Month-to-month,Electronic check,Yes,CUST_1548
CUST-01549,Male,53,22.57,One year,Mailed check,No,CUST_1549
CUST-01550,Male,5,94.98,Month-to-month,Bank transfer,Yes,CUST_1550
CUST-01551,Male,36,73.45,Month-to-month,Bank transfer,Yes,CUST_1551
CUST-01552,Male,11,106.6,One year,Mailed check,Yes,CUST_1552
CUST-01553,Male,63,97.45,Two year,Mailed check,No,CUST_1553
CUST-01554,Female,61,51.52,Month-to-month,Credit card,Yes,CUST_1554
CUST-01555,Male,53,26.57,Month-to-month,Mailed check,Yes,CUST_1555
CUST-01556,Female,43,116.87,Month-to-month,Credit card,Yes,CUST_1556
CUST-01557,Female,55,20.51,Month-to-month,Credit card,No,CUST_1557
CUST-01558,Female,13,103.69,Month-to-month,Electronic check,Yes,CUST_1558
CUST-01559,Male,21,61.35,Month-to-month,Mailed check,Yes,CUST_1559
CUST-01560,Male,34,27.62,Month-to-month,Electronic check,Yes,CUST_1560
CUST-01561,Male,65,95.71,Month-to-month,Credit card,Yes,CUST_1561
CUST-01562,Female,9,27.13,One year,Mailed check,No,CUST_1562
CUST-01563,Female,46,67.12,Month-to-month,Mailed check,No,CUST_1563
CUST-01564,Female,54,23.41,Month-to-month,Electronic check,No,CUST_1564
CUST-01565,Female,71,111.89,Month-to-month,Bank transfer,Yes,CUST_1565
CUST-01566,Female,42,75.74,Month-to-month,Electronic check,Yes,CUST_1566
CUST-01567,Male,59,98.12,Month-to-month,Credit card,Yes,CUST_1567
CUST-01568,Male,4,55.73,Month-to-month,Electronic check,Yes,CUST_1568
CUST-01569,Female,7,68.33,Month-to-month,Mailed check,Yes,CUST_1569
CUST-01570,Male,24,43.89,Two year,Mailed check,No,CUST_1570
CUST-01571,Female,57,85.74,Month-to-month,Electronic check,Yes,CUST_1571
CUST-01572,Female,18,106.39,Month-to-month,Mailed check,Yes,CUST_1572
CUST-01573,Female,1,79.31,One year,Electronic check,Yes,CUST_1573
CUST-01574,Male,52,27.85,Two year,Electronic check,No,CUST_1574
CUST-01575,Male,26,55.17,Two year,Credit card,No,CUST_1575
CUST-01576,Male,40,39.26,Two year,Credit card,No,CUST_1576
CUST-01577,Female,41,45.58,Two year,Mailed check,No,CUST_1577
CUST-01578,Male,11,80.5,One year,Bank transfer,Yes,CUST_1578
CUST-01579,Male,15,27.34,Month-to-month,Electronic check,No,CUST_1579
CUST-01580,Male,21,99.48,Month-to-month,Credit card,Yes,CUST_1580
CUST-01581,Female,32,70.89,Month-to-month,Credit card,Yes,CUST_1581
CUST-01582,Male,67,54.43,One year,Mailed check,No,CUST_1582
CUST-01583,Male,17,74.46,One year,Credit card,No,CUST_1583
CUST-01584,Female,53,27.91,Two year,Mailed check,No,CUST_1584
CUST-01585,Male,41,93.66,Month-to-month,Electronic check,Yes,CUST_1585
CUST-01586,Female,58,29.54,Month-to-month,Electronic check,Yes,CUST_1586
CUST-01587,Female,62,109.52,One year,Mailed check,No,CUST_1587
CUST-01588,Male,18,65.19,Month-to-month,Mailed check,Yes,CUST_1588
CUST-01589,Female,34,47.12,One year,Electronic check,No,CUST_1589
CUST-01590,Male,23,100.08,Month-to-month,Bank transfer,Yes,CUST_1590
CUST-01591,Female,42,59.24,Month-to-month,Credit card,No,CUST_1591
CUST-01592,Male,37,56.57,Month-to-month,Electronic check,Yes,CUST_1592
CUST-01593,Female,26,80.23,One year,Electronic check,Yes,CUST_1593
CUST-01594,Male,11,31.7,One year,Mailed check,Yes,CUST_1594
CUST-01595,Male,54,59.84,One year,Electronic check,No,CUST_1595
CUST-01596,Male,48,84.66,Month-to-month,Mailed check,No,CUST_1596
CUST-01597,Male,24,102.13,Two year,Bank transfer,Yes,CUST_1597
CUST-01598,Female,51,20.27,Two year,Bank transfer,No,CUST_1598
CUST-01599,Male,49,48.51,Two year,Credit card,No,CUST_1599
CUST-01600,Male,29,78.78,One year,Mailed check,No,CUST_1600
CUST-01601,Male,3,109.23,Two year,Mailed check,No,CUST_1601
CUST-01602,Male,3,100.12,One year,Credit card,No,CUST_1602
CUST-01603,Female,72,91.68,Month-to-month,Electronic check,No,CUST_1603
CUST-01604,Male,30,51.89,Two year,Electronic check,No,CUST_1604
CUST-01605,Female,12,51.18,One year,Bank transfer,No,CUST_1605
CUST-01606,Male,60,73.96,Month-to-month,Mailed check,Yes,CUST_1606
CUST-01607,Female,26,118.47,One year,Mailed check,No,CUST_1607
CUST-01608,Female,34,119.45,Month-to-month,Mailed check,Yes,CUST_1608
CUST-01609,Female,22,44.86,Two year,Bank transfer,No,CUST_1609
CUST-01610,Female,7,112.31,Month-to-month,Mailed check,Yes,CUST_1610
CUST-01611,Male,52,91.18,One year,Credit card,Yes,CUST_1611
CUST-01612,Female,55,34.96,Month-to-month,Credit card,Yes,CUST_1612
CUST-01613,Female,34,28.14,Month-to-month,Mailed check,Yes,CUST_1613
CUST-01614,Female,20,73.96,Month-to-month,Bank transfer,Yes,CUST_1614
CUST-01615,Male,12,88.1,Month-to-month,Electronic check,Yes,CUST_1615
CUST-01616,Male,48,78.86,Month-to-month,Mailed check,No,CUST_1616
CUST-01617,Male,22,59.37,Month-to-month,Electronic check,No,CUST_1617
CUST-01618,Female,16,36.03,Month-to-month,Electronic check,No,CUST_1618
CUST-01619,Female,2,113.98,Month-to-month,Credit card,Yes,CUST_1619
CUST-01620,Female,68,93.14,Two year,Electronic check,No,CUST_1620
CUST-01621,Female,56,43.85,One year,Mailed check,Yes,CUST_1621
CUST-01622,Male,59,57.17,Month-to-month,Electronic check,No,CUST_1622
CUST-01623,Female,64,102.08,Month-to-month,Mailed check,No,CUST_1623
CUST-01624,Male,16,75.47,Two year,Mailed check,No,CUST_1624
CUST-01625,Female,29,88.45,One year,Mailed check,No,CUST_1625
CUST-01626,Female,27,47.87,Month-to-month,Electronic check,No,CUST_1626
CUST-01627,Female,25,117.21,Month-to-month,Mailed check,No,CUST_1627
CUST-01628,Female,35,94.37,One year,Bank transfer,No,CUST_1628
CUST-01629,Male,37,86.01,Month-to-month,Credit card,Yes,CUST_1629
CUST-01630,Female,64,73.42,One year,Mailed check,No,CUST_1630
CUST-01631,Male,49,21.24,One year,Electronic check,No,CUST_1631
CUST-01632,Female,17,59.17,One year,Bank transfer,No,CUST_1632
CUST-01633,Male,56,35.74,Month-to-month,Mailed check,No,CUST_1633
